IncomingTrackId,std_accX_end,mean_accX_end,median_accX_end,max_angleX_diff
3379514,0,-9.844957352,-9.844957352,0
3379617,0.297724751,0.044030466,0.036125183,88.65685614
3379765,0,-3.210624456,-3.210624456,0
3380009,0,-10.0460701,-10.0460701,0
3380111,0.517781847,-0.524803629,-0.904891968,30.17966993
3380179,0.979324535,-1.335262304,-0.91900003,33.9766868
3380471,1.886718962,-1.488515093,-0.979827046,57.70537181
3380743,0.223038386,-0.891090077,-0.895454407,31.81465318
3381829,0.508037914,-0.25321428,-0.14604187,89.55360021
3382466,1.947300202,2.102854587,2.843114614,87.9906134
3382471,0,7.642525196,7.642525196,0
3382506,0.359889746,0.375921591,0.274734646,16.81102725
3382523,0,7.367183685,7.367183685,0
3382749,0.457769892,0.506082114,0.548278809,82.80576291
3382951,0.634429374,0.639271377,0.50998053,34.13578864
3383093,0.324269177,-0.707274972,-0.716461182,75.49292523
3383444,2.02859139,0.110665323,-0.191536129,73.19620797
3383551,0.2765438,0.257800901,0.309677124,87.47436698
3383585,2.215074828,0.560858218,0.134075299,80.48587021
3383859,0.162996628,8.976097576,9.002198219,2.960939173
3384576,2.772708586,0.195178562,0.371856689,59.70605974
3384643,0,-0.902614057,-0.902614057,0
3384728,0.468820128,-0.091928101,0.024215698,65.02568479
3385499,2.679716042,0.927436166,0,69.72519829
3385539,0.312360054,-0.013415032,0.048660278,59.94560954
3385602,0,-3.697844505,-3.697844505,0
3385667,0.15247768,-0.934397934,-0.947143555,6.015430203
3385848,2.606127784,-0.345127399,0.748924255,11.63434422
3386437,0.121024915,0.098454878,0.085403442,87.73161767
3386487,0.31556212,-0.909033302,-0.946022034,32.78745606
3386538,3.024738569,-2.029692793,-1.516427517,75.83109696
3386686,0.923334211,9.315359942,9.258377552,3.491616683
3386844,0.322935514,0.094018664,0.013450623,89.57197981
3387204,0,2.316999912,2.316999912,0
3387209,0.234515949,-0.001824243,-0.017692566,89.49487413
3387215,0,-1.252700806,-1.252700806,0
3387378,1.088191406,0.751004687,0.562255859,18.63364364
3387388,1.711709529,2.552717842,2.237980068,28.30992202
3387394,0.421832376,0.284921555,0.167129517,56.74349203
3387582,0,-4.698364258,-4.698364258,0
3387845,2.334042437,-1.041942983,0.564048767,53.72030625
3387910,3.449953073,2.108173466,2.249885559,86.84383574
3388218,2.040001685,1.200004113,1.022857666,86.58490942
3388276,4.763454891,3.440181885,1.776496887,58.01618872
3388595,0,-0.499084473,-0.499084473,0
3388669,2.993702579,-1.714574178,-1.964569092,82.65417481
3389178,1.570375838,-1.356785465,-0.631164551,41.51674084
3389778,0.405574993,-0.267864728,-0.417373657,84.12202596
3390018,0,-0.894973755,-0.894973755,0
3390030,0.26623673,0.099962911,0.118728638,89.80737587
3390158,1.826006205,0.184934229,0.034637451,89.75799977
3390464,0,0.941040039,0.941040039,0
3390585,0,-2.347412109,-2.347412109,0
3390724,0,-1.057693481,-1.057693481,0
3391177,0,2.148910522,2.148910522,0
3391287,2.543878215,1.261307827,1.04447937,84.23296322
3391594,0,-0.909805298,-0.909805298,0
3391796,4.088917979,-0.564236047,1.423072815,78.96215761
3391969,1.644369993,-4.369792317,-4.897407532,86.16065852
3392386,2.014860064,-0.477024867,0.050278235,86.93994204
3392690,0,0,0,0
3392745,2.677841201,2.071416656,2.604499936,77.60121449
3392766,0.003794781,0.013356323,0.012908936,0.185176034
3392780,2.026422706,1.869238099,2.129379272,87.3456161
3392919,1.188773019,-0.298215483,-0.069431849,51.54422816
3392949,0.374417186,-0.408787216,-0.405829579,6.236041685
3393235,0,-0.505508423,-0.505508423,0
3393436,0,-0.497993946,-0.497993946,0
3393612,3.575405749,2.775207844,2.417289734,63.79578444
3393706,2.454286248,0.159751473,0.460296631,84.16391791
3393734,3.350440421,1.429758911,1.191055298,86.92161194
3394488,1.357027715,-1.063463462,-1.056057692,26.09343801
3394490,0,-1.238113999,-1.238113999,0
3394543,0.259178067,0.163750794,0.157418765,17.20002161
3394573,2.144644675,-3.092772963,-3.976890564,85.4620917
3394844,0.225748292,-0.03762788,-0.009819031,84.91331378
3394875,3.711284177,0.369983225,-0.150839314,89.17393781
3395259,5.050629314,0.156250587,0.595069885,53.20362492
3395364,0,0.029927522,0.029927522,0
3395366,0.310394705,-0.306749795,-0.389057785,3.778337696
3395483,2.331943921,0.091128965,0.225662231,74.34664276
3395618,3.766483406,-2.200929762,-0.524330169,39.71206347
3396701,2.392252923,3.987542937,4.305373192,23.90236736
3396702,0.935481899,2.07264755,1.868674397,14.72311787
3396948,0.439686419,0.002864075,-0.013420105,89.1042122
3397102,0,-9.193734169,-9.193734169,0
3397131,0.23036859,0.8559213,0.874145508,38.92146056
3397176,0.22168989,0.891461137,0.9087677,39.62284688
3397188,2.512289229,1.427194763,0.142754272,38.90716922
3397191,0,-10.08736992,-10.08736992,0
3397192,3.153403967,-7.031766084,-7.754819393,76.25075119
3397287,3.74710136,4.023781398,0.66798228,30.89218509
3397504,2.5914955,-1.288966374,-1.914164245,61.37013577
3398065,0,-3.217000008,-3.217000008,0
3398162,3.806409561,6.311040842,9.001999855,36.39142047
3398202,4.964729903,-5.757576186,-8.714894295,40.83815428
3398537,0,-2.262520552,-2.262520552,0
3399063,0.071085698,-0.209576766,-0.216423035,28.63962724
3399107,0,-0.704742432,-0.704742432,0
3399111,0,1.818481445,1.818481445,0
3399170,0.524035172,-2.066874981,-2.005999923,15.33015255
3399772,2.140439196,-0.767733337,0.191,33.70226298
3399780,4.562436141,4.345018197,2.930000067,78.40326792
3399784,0,4.481999874,4.481999874,0
3399789,0,0,0,0
3399795,2.816541691,0.434016847,1.007316589,87.790919
3400617,2.424999272,0.435575213,0.271118164,88.99584214
3400674,3.846617178,2.714999446,0.490341187,32.32451735
3400803,2.861862996,8.058380738,8.918673515,2.22410738
3400976,1.28039141,3.247436047,2.772018433,29.30158612
3402237,3.737929344,1.081496019,-0.199859619,81.03904378
3402240,1.356223829,0.776614145,1.526565552,16.46885359
3402250,0.820229212,1.292663574,1.571426392,20.33009505
