0|iata_code|1|icao_code|2|name_eng|3|city_eng|4|country_eng|5|latitude|6|longitude
KWR|KWR|||Kwai Harbour|Kwai Harbour|Kwai Harbour|Kwai Harbour|Solomon Islands|Solomon Islands|-8.567|-8.567|160.733|160.733
KWS|KWS|||Kwailabesi Aerodrom|Kwailabesi Aerodrom|Kwailabesi|Kwailabesi|Solomon Islands|Solomon Islands|-8.367|-8.367|160.783|160.783
KWT|KWT|PFKW|PFKW|Kwethluk|Kwethluk|Kwethluk|Kwethluk|United States|United States|60.790333|60.790333|-161.443694|-161.443694
KWU|KWU|||Mansion House|Mansion House|Mansion House|Mansion House|New Zealand|New Zealand|0|0|0|0
KWV|KWV|||Kurwina|Kurwina|Kurwina|Kurwina|Papua New Guinea|Papua New Guinea|-5.983|-5.983|155.367|155.367
KWX|KWX|||Kiwai Island|Kiwai Island|Kiwai Island|Kiwai Island|Papua New Guinea|Papua New Guinea|-8.683|-8.683|143.617|143.617
KWY|KWY|||Kiwayu|Kiwayu|Kiwayu|Kiwayu|Kenya|Kenya|-1.960556|-1.960556|41.297500|41.297500
KWZ|KWZ|FZQM|FZQM|Kolwezi|Kolwezi|Kolwezi|Kolwezi|Democratic Republic Of Congo|Democratic Republic Of Congo|-10.765886|-10.765886|25.505714|25.505714
KXA|KXA|KKXA|KKXA|Kasaan SPB|Kasaan SPB|Kasaan|Kasaan|United States|United States|55.537414|55.537414|-132.397514|-132.397514
KXE|KXE|FAKD|FAKD|Klerksdorp|Klerksdorp|Klerksdorp|Klerksdorp|South Africa|South Africa|-26.871064|-26.871064|26.718003|26.718003
KXF|KXF|NFNO|NFNO|Koro Island|Koro Island|Koro Island|Koro Island|Fiji|Fiji|-17.345833|-17.345833|179.421944|179.421944
KXK|KXK|UHKK|UHKK|Komsomolsk Na Amure|Komsomolsk Na Amure|Komsomolsk Na Amure|Komsomolsk Na Amure|Russian Federation|Russian Federation|50.409444|50.409444|136.934167|136.934167
KXR|KXR|||Karoola|Karoola|Karoola|Karoola|Papua New Guinea|Papua New Guinea|-5.133|-5.133|154.583|154.583
KXU|KXU|VHHH|VHHH|Katiu|Katiu|Katiu|Katiu|French Polynesia|French Polynesia|-16.433333333333|-16.433333333333|-1.3666666666667|-1.3666666666667
KYA|KYA|LTAN|LTAN|Konya|Konya|Konya|Konya|Turkey|Turkey|37.979000|37.979000|32.561861|32.561861
KYB|KYB|FACT|FACT|Yangoonabie|Yangoonabie|Yangoonabie|Yangoonabie|Australia|Australia|-31.466666666667|-31.466666666667|130.06666666667|130.06666666667
KYD|KYD|RCLY|RCLY|Orchid Island|Orchid Island|Orchid Island|Orchid Island|Taiwan|Taiwan|22.028842|22.028842|121.533642|121.533642
KYE|KYE|OLKA|OLKA|Kleyate|Kleyate|Tripoli|Tripoli|Libya|Libya|34.589333|34.589333|36.011322|36.011322
KYF|KYF|YYLR|YYLR|Yeelirrie|Yeelirrie|Yeelirrie|Yeelirrie|Australia|Australia|-27.276944|-27.276944|120.096111|120.096111
KYI|KYI|YYTA|YYTA|Yalata Mission|Yalata Mission|Yalata Mission|Yalata Mission|Australia|Australia|-31.470556|-31.470556|131.824722|131.824722
KYK|KYK|PAKY|PAKY|Karluk|Karluk|Karluk|Karluk|United States|United States|57.566086|57.566086|-154.453883|-154.453883
KYL|KYL|KCEY|KCEY|Port Largo|Port Largo|Key Largo|Key Largo|United States|United States|25.083333333333|25.083333333333|-80.4|-80.4
KYN|KYN|||Milton Keynes|Milton Keynes|Milton Keynes|Milton Keynes|United Kingdom|United Kingdom|52.040556|52.040556|-0.759167|-0.759167
KYO|KYO|MUCL|MUCL|Topp Of Tampa|Topp Of Tampa|Tampa|Tampa|Lithuania|Lithuania|54.433333333333|54.433333333333|23.65|23.65
KYP|KYP|VYKP|VYKP|Kyaukpyu|Kyaukpyu|Kyaukpyu|Kyaukpyu|Myanmar|Myanmar|19.426447|19.426447|93.534836|93.534836
KYS|KYS|GAKY|GAKY|Kayes|Kayes|Kayes|Kayes|Mali|Mali|14.481233|14.481233|-11.404397|-11.404397
KYT|KYT|VYKU|VYKU|Kyauktaw|Kyauktaw|Kyauktaw|Kyauktaw|Myanmar|Myanmar|21.400|21.400|94.133|94.133
KYU|KYU|PFKU|PFKU|Koyukuk|Koyukuk|Koyukuk|Koyukuk|United States|United States|64.875806|64.875806|-157.730444|-157.730444
KYX|KYX|||Yalumet|Yalumet|Yalumet|Yalumet|Papua New Guinea|Papua New Guinea|-6.083|-6.083|147.000|147.000
KYZ|KYZ|UNKY|UNKY|Kyzyl|Kyzyl|Kyzyl|Kyzyl|Russian Federation|Russian Federation|51.669444|51.669444|94.400556|94.400556
KZB|KZB|WABB|WABB|Zachar Bay SPB|Zachar Bay SPB|Zachar Bay|Zachar Bay|United States|United States|57.55|57.55|-153.75|-153.75
KZC|KZC|VDKH|VDKH|Kompong-Chhna|Kompong-Chhna|Kompong-Chhna|Kompong-Chhna|Cambodia|Cambodia|12.255236|12.255236|104.563875|104.563875
KZD|KZD|||Krakor|Krakor|Krakor|Krakor|Cambodia|Cambodia|12.533|12.533|104.150|104.150
KZF|KZF|||Kaintiba|Kaintiba|Kaintiba|Kaintiba|Papua New Guinea|Papua New Guinea|-7.500|-7.500|146.017|146.017
KZG|KZG|SPZO|SPZO|Kitzingen|Kitzingen|Kitzingen|Kitzingen|Germany|Germany|49.733333333333|49.733333333333|10.2|10.2
KZH|KZH|MTCA|MTCA|Kizhuyak|Kizhuyak|Kizhuyak|Kizhuyak|United States|United States|57.583333333333|57.583333333333|-153.15|-153.15
KZI|KZI|LGKZ|LGKZ|Philippos Airport|Philippos Airport|Kozani|Kozani|Greece|Greece|40.286110|40.286110|21.840834|21.840834
KZK|KZK|||Kompong Thom|Kompong Thom|Kompong Thom|Kompong Thom|Cambodia|Cambodia|12.733|12.733|104.900|104.900
KZN|KZN|UWKD|UWKD|Kazan|Kazan|Kazan|Kazan|Russian Federation|Russian Federation|55.606186|55.606186|49.278728|49.278728
KZO|KZO|UAOO|UAOO|Kzyl-Orda|Kzyl-Orda|Kzyl-Orda|Kzyl-Orda|Kazakhstan|Kazakhstan|44.706944|44.706944|65.592500|65.592500
KZS|KZS|LGKJ|LGKJ|Kastelorizo|Kastelorizo|Kastelorizo|Kastelorizo|Greece|Greece|36.127777|36.127777|29.566656|29.566656
LAA|LAA|KLAA|KLAA|Lamar Field|Lamar Field|Lamar|Lamar|United States|United States|38.069694|38.069694|-102.688500|-102.688500
LAB|LAB|||Lablab|Lablab|Lablab|Lablab|Papua New Guinea|Papua New Guinea|-5.717|-5.717|148.050|148.050
LAC|LAC|||Layang-Layang Airstrip|Layang-Layang Airstrip|Pulau Layang-Layang Is|Pulau Layang-Layang Is|Malaysia|Malaysia|7.371667|7.371667|113.844167|113.844167
LAD|LAD|FNLU|FNLU|4 de Fevereiro|4 de Fevereiro|Luanda|Luanda|Angola|Angola|-8.858375|-8.858375|13.231178|13.231178
LAE|LAE|AYNZ|AYNZ|Nadzab|Nadzab|Lae|Lae|Papua New Guinea|Papua New Guinea|-6.569828|-6.569828|146.726242|146.726242
LAF|LAF|KLAF|KLAF|Purdue University|Purdue University|Lafayette|Lafayette|United States|United States|40.412306|40.412306|-86.936889|-86.936889
LAG|LAG|||La Guaira|La Guaira|La Guaira|La Guaira|Venezuela|Venezuela|10.600|10.600|-66.933|-66.933
LAH|LAH|WAPH|WAPH|Labuha|Labuha|Labuha|Labuha|Indonesia|Indonesia|-0.633|-0.633|127.500|127.500
LAI|LAI|LFRO|LFRO|Servel|Servel|Lannion|Lannion|France|France|48.754892|48.754892|-3.474483|-3.474483
LAJ|LAJ|SBLJ|SBLJ|Lages|Lages|Lages|Lages|Brazil|Brazil|-27.782142|-27.782142|-50.281486|-50.281486
LAK|LAK|CYKD|CYKD|Aklavik|Aklavik|Aklavik|Aklavik|Canada|Canada|68.223333|68.223333|-135.005833|-135.005833
LAL|LAL|KLAL|KLAL|Municipal|Municipal|Lakeland|Lakeland|United States|United States|27.988917|27.988917|-82.018556|-82.018556
LAM|LAM|KLAM|KLAM|Los Alamos|Los Alamos|Los Alamos|Los Alamos|United States|United States|35.879802|35.879802|-106.269415|-106.269415
LAN|LAN|KLAN|KLAN|Capital City|Capital City|Lansing|Lansing|United States|United States|42.778639|42.778639|-84.586194|-84.586194
LAO|LAO|RPLI|RPLI|Laoag International Airport|Laoag International Airport|Laoag|Laoag|Philippines|Philippines|18.178092|18.178092|120.531522|120.531522
LAP|LAP|MMLP|MMLP|General Manuel Márquez De León International Airport|General Manuel Márquez De León International Airport|La Paz|La Paz|Mexico|Mexico|24.072694|24.072694|-110.362475|-110.362475
LAQ|LAQ|HLLQ|HLLQ|La Braq|La Braq|Beida|Beida|Libya|Libya|32.788673|32.788673|21.964333|21.964333
LAR|LAR|KLAR|KLAR|General Brees Field|General Brees Field|Laramie|Laramie|United States|United States|41.312056|41.312056|-105.675000|-105.675000
LAS|LAS|KLAS|KLAS|Mc Carran Intl|Mc Carran Intl|Las Vegas|Las Vegas|United States|United States|36.080056|36.080056|-115.152250|-115.152250
LAT|LAT|||La Uribe|La Uribe|La Uribe|La Uribe|Colombia|Colombia|4.75|4.75|-74.05|-74.05
LAU|LAU|HKLU|HKLU|Lamu|Lamu|Lamu|Lamu|Kenya|Kenya|-2.252417|-2.252417|40.913097|40.913097
LAV|LAV|||Lalomalava|Lalomalava|Lalomalava|Lalomalava|Samoa|Samoa|-14.017|-14.017|-171.733|-171.733
LAW|LAW|KLAW|KLAW|Municipal|Municipal|Lawton|Lawton|United States|United States|34.567714|34.567714|-98.416637|-98.416637
LAX|LAX|KLAX|KLAX|Los Angeles International|Los Angeles International|Los Angeles, Ca|Los Angeles, Ca|United States|United States|33.942522|33.942522|-118.407161|-118.407161
LAY|LAY|FALY|FALY|Ladysmith|Ladysmith|Ladysmith|Ladysmith|South Africa|South Africa|-28.581667|-28.581667|29.749722|29.749722
LAZ|LAZ|SBLP|SBLP|Bom Jesus Da Lapa|Bom Jesus Da Lapa|Bom Jesus Da Lapa|Bom Jesus Da Lapa|Brazil|Brazil|-13.262086|-13.262086|-43.408114|-43.408114
LBA|LBA|EGNM|EGNM|Leeds/bradford|Leeds/bradford|Leeds|Leeds|United Kingdom|United Kingdom|53.865897|53.865897|-1.660569|-1.660569
LBB|LBB|KLBB|KLBB|International|International|Lubbock|Lubbock|United States|United States|33.663639|33.663639|-101.822778|-101.822778
LBC|LBC|EDHL|EDHL|Lübeck Blankensee|Lübeck Blankensee|Lübeck|Lübeck|Germany|Germany|53.805367|53.805367|10.719222|10.719222
LBD|LBD|UTDL|UTDL|Khudzhand|Khudzhand|Khudzhand|Khudzhand|Tajikistan|Tajikistan|40.215394|40.215394|69.694708|69.694708
LBE|LBE|KLBE|KLBE|Westmoreland County|Westmoreland County|Latrobe|Latrobe|United States|United States|40.274611|40.274611|-79.406750|-79.406750
LBF|LBF|KLBF|KLBF|Lee Bird Field|Lee Bird Field|North Platte|North Platte|United States|United States|41.126222|41.126222|-100.683667|-100.683667
LBG|LBG|LFPB|LFPB|Le Bourget|Le Bourget|Paris|Paris|France|France|48.969444|48.969444|2.441389|2.441389
LBH|LBH|||Palm Beach SPB|Palm Beach SPB|Sydney|Sydney|Australia|Australia|-33.595833|-33.595833|151.319167|151.319167
LBI|LBI|LFCI|LFCI|Le Sequestre|Le Sequestre|Albi|Albi|France|France|43.913278|43.913278|2.116750|2.116750
LBJ|LBJ|WATO|WATO|Mutiara|Mutiara|Labuan Bajo|Labuan Bajo|Indonesia|Indonesia|-8.486656|-8.486656|119.889050|119.889050
LBK|LBK|||Liboi|Liboi|Liboi|Liboi|Kenya|Kenya|0.348333|0.348333|40.881667|40.881667
LBL|LBL|KLBL|KLBL|Municipal|Municipal|Liberal|Liberal|United States|United States|37.044222|37.044222|-100.959861|-100.959861
LBM|LBM|FQLU|FQLU|Luabo|Luabo|Luabo|Luabo|Mozambique|Mozambique|-18.400|-18.400|36.100|36.100
LBN|LBN|||Lake Baringo|Lake Baringo|Lake Baringo|Lake Baringo|Kenya|Kenya|0.667|0.667|36.083|36.083
LBO|LBO|FZVI|FZVI|Lusambo|Lusambo|Lusambo|Lusambo|Democratic Republic Of Congo|Democratic Republic Of Congo|-4.961667|-4.961667|23.378333|23.378333
LBP|LBP|VHHH|VHHH|Long Banga Airfield|Long Banga Airfield|Long Banga|Long Banga|Malaysia|Malaysia|3.183333|3.183333|115.450000|115.450000
LBQ|LBQ|FOGR|FOGR|Lambarene|Lambarene|Lambarene|Lambarene|Gabon|Gabon|-0.704389|-0.704389|10.245722|10.245722
LBR|LBR|SWLB|SWLB|Labrea|Labrea|Labrea|Labrea|Brazil|Brazil|-7.278972|-7.278972|-64.769471|-64.769471
LBS|LBS|NFNL|NFNL|Labasa|Labasa|Labasa|Labasa|Fiji|Fiji|-16.466749|-16.466749|179.339860|179.339860
LBT|LBT|KLBT|KLBT|Lumberton|Lumberton|Lumberton|Lumberton|United States|United States|34.609806|34.609806|-79.059556|-79.059556
LBU|LBU|WBKL|WBKL|Labuan|Labuan|Labuan|Labuan|Malaysia|Malaysia|5.300683|5.300683|115.250181|115.250181
LBV|LBV|FOOL|FOOL|Libreville|Libreville|Libreville|Libreville|Gabon|Gabon|0.458600|0.458600|9.412283|9.412283
LBW|LBW|WRLB|WRLB|Long Bawan|Long Bawan|Long Bawan|Long Bawan|Indonesia|Indonesia|3.867|3.867|115.683|115.683
LBX|LBX|RPLU|RPLU|Lubang|Lubang|Lubang|Lubang|Philippines|Philippines|13.855428|13.855428|120.105342|120.105342
LBY|LBY|LFRE|LFRE|Montoir|Montoir|Saint Nazaire|Saint Nazaire|France|France|47.289444|47.289444|-2.346389|-2.346389
LBZ|LBZ|FNLK|FNLK|Lukapa|Lukapa|Lukapa|Lukapa|Angola|Angola|-8.441389|-8.441389|20.732778|20.732778
LCA|LCA|LCLK|LCLK|Larnaca International Airport|Larnaca International Airport|Larnaca|Larnaca|Cyprus|Cyprus|34.875117|34.875117|33.624850|33.624850
LCB|LCB|||Pontes e Lacerda|Pontes e Lacerda|Pontes e Lacerda|Pontes e Lacerda|Brazil|Brazil|-13.017|-13.017|-60.000|-60.000
LCC|LCC|LIBN|LIBN|Galatina|Galatina|Lecce|Lecce|Italy|Italy|40.239228|40.239228|18.133325|18.133325
LCD|LCD|FALO|FALO|Louis Trichardt|Louis Trichardt|Louis Trichardt|Louis Trichardt|South Africa|South Africa|-23.061917|-23.061917|29.864750|29.864750
LCE|LCE|MHLC|MHLC|Goloson International|Goloson International|La Ceiba|La Ceiba|Honduras|Honduras|15.742481|15.742481|-86.853036|-86.853036
LCF|LCF|||Las Vegas|Las Vegas|Rio Dulce|Rio Dulce|Guatemala|Guatemala|15.816666666667|15.816666666667|-88.75|-88.75
LCG|LCG|LECO|LECO|La Coruna|La Coruna|La Coruna|La Coruna|Spain|Spain|43.302061|43.302061|-8.377255|-8.377255
LCH|LCH|KLCH|KLCH|Municipal|Municipal|Lake Charles|Lake Charles|United States|United States|30.126083|30.126083|-93.223417|-93.223417
LCI|LCI|KLCI|KLCI|Municipal|Municipal|Laconia|Laconia|United States|United States|43.573042|43.573042|-71.417842|-71.417842
LCJ|LCJ|EPLL|EPLL|Lodz Lublinek|Lodz Lublinek|Lodz|Lodz|Poland|Poland|51.721881|51.721881|19.398133|19.398133
LCK|LCK|KLCK|KLCK|Rickenbacker|Rickenbacker|Columbus|Columbus|United States|United States|39.813778|39.813778|-82.927806|-82.927806
LCL|LCL|MULM|MULM|La Coloma|La Coloma|La Coloma|La Coloma|Cuba|Cuba|22.336261|22.336261|-83.642111|-83.642111
LCM|LCM|SACC|SACC|La Cumbre|La Cumbre|La Cumbre|La Cumbre|Argentina|Argentina|-31.006111|-31.006111|-64.531389|-64.531389
LCN|LCN|YBLC|YBLC|Balcanoona|Balcanoona|Balcanoona|Balcanoona|Australia|Australia|-30.535000|-30.535000|139.336667|139.336667
LCO|LCO|FCBL|FCBL|Lague|Lague|Lague|Lague|Congo|Congo|-2.450|-2.450|14.533|14.533
LCP|LCP|LPPT|LPPT|Loncopue|Loncopue|Loncopue|Loncopue|Argentina|Argentina|-38.066666666667|-38.066666666667|-70.616666666667|-70.616666666667
LCR|LCR|||La Chorrera|La Chorrera|La Chorrera|La Chorrera|Colombia|Colombia|-1.000|-1.000|-73.000|-73.000
LCS|LCS|||Las Canas|Las Canas|Las Canas|Las Canas|Costa Rica|Costa Rica|10.417|10.417|-85.083|-85.083
LCV|LCV|LIQL|LIQL|Lucca|Lucca|Lucca|Lucca|Italy|Italy|43.825556|43.825556|10.578889|10.578889
LCX|LCX|ZSLO|ZSLO|Liancheng|Liancheng|Longyan|Longyan|China|China|25.675833|25.675833|116.746389|116.746389
LCY|LCY|EGLC|EGLC|London City Airport|London City Airport|London|London|United Kingdom|United Kingdom|51.505278|51.505278|0.055278|0.055278
LDA|LDA|VEMH|VEMH|Malda|Malda|Malda|Malda|India|India|25.010000|25.010000|88.127222|88.127222
LDB|LDB|SBLO|SBLO|Londrina|Londrina|Londrina|Londrina|Brazil|Brazil|-23.333625|-23.333625|-51.130072|-51.130072
LDC|LDC|YLIN|YLIN|Lindeman Island|Lindeman Island|Lindeman Island|Lindeman Island|Australia|Australia|-20.453611|-20.453611|149.039722|149.039722
LDE|LDE|LFBT|LFBT|Tarbes Ossun Lourdes|Tarbes Ossun Lourdes|Lourdes/Tarbes|Lourdes/Tarbes|France|France|43.185556|43.185556|-0.002778|-0.002778
LDG|LDG|TAPT|TAPT|Leshukonskoye|Leshukonskoye|Leshukonskoye|Leshukonskoye|Russian Federation|Russian Federation|0|0|0|0
LDH|LDH|YLHI|YLHI|Lord Howe Island|Lord Howe Island|Lord Howe Island|Lord Howe Island|Australia|Australia|-31.538611|-31.538611|159.076389|159.076389
LDI|LDI|HTLI|HTLI|Kikwetu|Kikwetu|Lindi|Lindi|Tanzania|Tanzania|-9.851111|-9.851111|39.757778|39.757778
LDJ|LDJ|KLDJ|KLDJ|Linden|Linden|Linden|Linden|United States|United States|40.617447|40.617447|-74.244594|-74.244594
LDK|LDK|ESGL|ESGL|Hovby|Hovby|Lidkoping|Lidkoping|Sweden|Sweden|58.465522|58.465522|13.174414|13.174414
LDM|LDM|KLDM|KLDM|Mason County|Mason County|Ludington|Ludington|United States|United States|43.962528|43.962528|-86.407917|-86.407917
LDN|LDN|VNLD|VNLD|Lamidanda|Lamidanda|Lamidanda|Lamidanda|Nepal|Nepal|27.253117|27.253117|86.670044|86.670044
LDO|LDO|||Ladouanie|Ladouanie|Ladouanie|Ladouanie|Suriname|Suriname|4.350|4.350|-55.400|-55.400
LDR|LDR|||Lodar|Lodar|Lodar|Lodar|Yemen|Yemen|13.883|13.883|45.867|45.867
LDU|LDU|WBKD|WBKD|Lahad Datu|Lahad Datu|Lahad Datu|Lahad Datu|Malaysia|Malaysia|5.032247|5.032247|118.324036|118.324036
LDV|LDV|LFRJ|LFRJ|Landivisiau|Landivisiau|Landivisiau|Landivisiau|France|France|48.530278|48.530278|-4.151389|-4.151389
LDW|LDW|||Lansdowne|Lansdowne|Lansdowne|Lansdowne|Australia|Australia|-17.583|-17.583|126.833|126.833
LDX|LDX|SOOM|SOOM|St-Laurent du Maroni|St-Laurent du Maroni|St Laurent du Maroni|St Laurent du Maroni|French Guiana|French Guiana|5.483056|5.483056|-54.034444|-54.034444
LDY|LDY|EGAE|EGAE|Eglinton (City of Derry)|Eglinton (City of Derry)|Derry|Derry|United Kingdom|United Kingdom|55.042778|55.042778|-7.161111|-7.161111
LDZ|LDZ|FALD|FALD|Londolozi|Londolozi|Londolozi|Londolozi|South Africa|South Africa|-24.800|-24.800|31.500|31.500
LEA|LEA|YPLM|YPLM|Learmonth|Learmonth|Learmonth|Learmonth|Australia|Australia|-22.235556|-22.235556|114.088611|114.088611
LEB|LEB|KLEB|KLEB|White River|White River|White River|White River|United States|United States|43.626111|43.626111|-72.304194|-72.304194
LEC|LEC|SBLE|SBLE|Chapada Diamantina|Chapada Diamantina|Lencois|Lencois|Brazil|Brazil|-12.482289|-12.482289|-41.276969|-41.276969
LED|LED|ULLI|ULLI|Pulkovo|Pulkovo|St Petersburg|St Petersburg|Russian Federation|Russian Federation|59.800292|59.800292|30.262503|30.262503
LEE|LEE|KLEE|KLEE|Leesburg|Leesburg|Leesburg|Leesburg|United States|United States|28.822897|28.822897|-81.808417|-81.808417
LEF|LEF|FXLK|FXLK|Lebakeng|Lebakeng|Lebakeng|Lebakeng|Lesotho|Lesotho|-29.890833|-29.890833|28.655556|28.655556
LEG|LEG|||Aleg|Aleg|Aleg|Aleg|Mauritania|Mauritania|17.050|17.050|-13.917|-13.917
LEH|LEH|LFOH|LFOH|Octeville|Octeville|Le Havre|Le Havre|France|France|49.533889|49.533889|0.088056|0.088056
LEI|LEI|LEAM|LEAM|Almeria|Almeria|Almeria|Almeria|Spain|Spain|36.843936|36.843936|-2.370097|-2.370097
LEJ|LEJ|EDDP|EDDP|Leipzig-halle|Leipzig-halle|Leipzig-halle|Leipzig-halle|Germany|Germany|51.432447|51.432447|12.241633|12.241633
LEK|LEK|GULB|GULB|Labe|Labe|Labe|Labe|Guinea|Guinea|11.326058|11.326058|-12.286850|-12.286850
LEL|LEL|YLEV|YLEV|Lake Evella|Lake Evella|Lake Evella|Lake Evella|Australia|Australia|-12.498889|-12.498889|135.805833|135.805833
LEM|LEM|KLEM|KLEM|Lemmon|Lemmon|Lemmon|Lemmon|United States|United States|45.918697|45.918697|-102.106178|-102.106178
LEN|LEN|LELN|LELN|Leon|Leon|Leon|Leon|Spain|Spain|42.589000|42.589000|-5.655556|-5.655556
LEO|LEO|||Leconi|Leconi|Leconi|Leconi|Gabon|Gabon|-1.573056|-1.573056|14.288611|14.288611
LEP|LEP|SNDN|SNDN|Leopoldina|Leopoldina|Leopoldina|Leopoldina|Brazil|Brazil|-21.466089|-21.466089|-42.727036|-42.727036
LEQ|LEQ|EGHC|EGHC|Lands End|Lands End|Lands End|Lands End|United Kingdom|United Kingdom|50.102778|50.102778|-5.670556|-5.670556
LER|LER|YLST|YLST|Leinster|Leinster|Leinster|Leinster|Australia|Australia|-27.843333|-27.843333|120.703333|120.703333
LES|LES|FXLS|FXLS|Lesobeng|Lesobeng|Lesobeng|Lesobeng|Lesotho|Lesotho|-29.783|-29.783|28.317|28.317
LET|LET|SKLT|SKLT|Gen. A.V. Cobo|Gen. A.V. Cobo|Leticia|Leticia|Colombia|Colombia|-4.193146|-4.193146|-69.942689|-69.942689
LEU|LEU|LESU|LESU|Aeroport De La Seu|Aeroport De La Seu|Seu De Urgel|Seu De Urgel|Spain|Spain|42.338611|42.338611|1.409167|1.409167
LEV|LEV|NFNB|NFNB|Levuka Airfield|Levuka Airfield|Bureta|Bureta|Fiji|Fiji|-17.711111|-17.711111|178.758611|178.758611
LEW|LEW|KLEW|KLEW|Auburn|Auburn|Lewiston|Lewiston|United States|United States|44.048473|44.048473|-70.283507|-70.283507
LEX|LEX|KLEX|KLEX|Blue Grass|Blue Grass|Lexington|Lexington|United States|United States|38.036750|38.036750|-84.608639|-84.608639
LEY|LEY|EHLE|EHLE|Lelystad|Lelystad|Lelystad|Lelystad|Netherlands|Netherlands|52.460278|52.460278|5.527222|5.527222
LEZ|LEZ|MHLE|MHLE|La Esperanza|La Esperanza|La Esperanza|La Esperanza|Honduras|Honduras|14.290556|14.290556|-88.175000|-88.175000
LFB|LFB|||Lumbo|Lumbo|Lumbo|Lumbo|Mozambique|Mozambique|-15.010555555556|-15.010555555556|40.666388888889|40.666388888889
LFI|LFI|KLFI|KLFI|Langley AFB|Langley AFB|Hampton|Hampton|United States|United States|37.082833|37.082833|-76.360500|-76.360500
LFK|LFK|KLFK|KLFK|Lufkin Angelina County|Lufkin Angelina County|Lufkin, TX|Lufkin, TX|United States|United States|31.234014|31.234014|-94.750000|-94.750000
LFM|LFM|OISR|OISR|Lamerd|Lamerd|Lamerd|Lamerd|Iran|Iran|27.372744|27.372744|53.188794|53.188794
LFN|LFN|KLHZ|KLHZ|Franklin|Franklin|Louisburg|Louisburg|United States|United States|36.023345|36.023345|-78.330271|-78.330271
LFO|LFO|HAKL|HAKL|Kelafo|Kelafo|Kelafo/Callaf|Kelafo/Callaf|Ethiopia|Ethiopia|5.657|5.657|44.350|44.350
LFP|LFP|YLFD|YLFD|Lakefield|Lakefield|Lakefield|Lakefield|Australia|Australia|-14.920556|-14.920556|144.202778|144.202778
LFR|LFR|SVLF|SVLF|La Fria|La Fria|La Fria|La Fria|Venezuela|Venezuela|8.239167|8.239167|-72.271028|-72.271028
LFT|LFT|KLFT|KLFT|Lafayette Regional|Lafayette Regional|New Iberia|New Iberia|United States|United States|30.205250|30.205250|-91.987611|-91.987611
LFW|LFW|DXXX|DXXX|Lome|Lome|Lome|Lome|Togo|Togo|6.165611|6.165611|1.254511|1.254511
LGA|LGA|KLGA|KLGA|La Guardia|La Guardia|New York|New York|United States|United States|40.777250|40.777250|-73.872611|-73.872611
LGB|LGB|KLGB|KLGB|Long Beach Municipal|Long Beach Municipal|Long Beach|Long Beach|United States|United States|33.817777|33.817777|-118.151651|-118.151651
LGC|LGC|KLGC|KLGC|Calloway|Calloway|La Grange|La Grange|United States|United States|33.008861|33.008861|-85.072611|-85.072611
LGD|LGD|KLGD|KLGD|La Grande|La Grande|La Grande|La Grande|United States|United States|45.290222|45.290222|-118.007111|-118.007111
LGE|LGE|EBLG|EBLG|Lake Gregory|Lake Gregory|Lake Gregory|Lake Gregory|Australia|Australia|-28.916666666667|-28.916666666667|139|139
LGF|LGF|KLGF|KLGF|Laguna AAF|Laguna AAF|Yuma|Yuma|Indonesia|Indonesia|32.860000|32.860000|-114.396667|-114.396667
LGG|LGG|EBLG|EBLG|Liege Airport|Liege Airport|Liege|Liege|Belgium|Belgium|50.636389|50.636389|5.442778|5.442778
LGH|LGH|YLEC|YLEC|Leigh Creek|Leigh Creek|Leigh Creek|Leigh Creek|Australia|Australia|-30.598333|-30.598333|138.425833|138.425833
LGI|LGI|MYLD|MYLD|Deadmans Cay|Deadmans Cay|Long Island|Long Island|Bahamas|Bahamas|23.179014|23.179014|-75.093597|-75.093597
LGK|LGK|WMKL|WMKL|Langakawi Intl|Langakawi Intl|Langkawi|Langkawi|Malaysia|Malaysia|6.329728|6.329728|99.728667|99.728667
LGL|LGL|WBGF|WBGF|Long Lellang|Long Lellang|Long Lellang|Long Lellang|Malaysia|Malaysia|3.421389|3.421389|115.153611|115.153611
LGM|LGM|||Laiagam|Laiagam|Laiagam|Laiagam|Papua New Guinea|Papua New Guinea|-5.483|-5.483|143.483|143.483
LGN|LGN|||Linga Linga|Linga Linga|Linga Linga|Linga Linga|Papua New Guinea|Papua New Guinea|-5.533|-5.533|149.733|149.733
LGO|LGO|EDWL|EDWL|Langeoog|Langeoog|Langeoog|Langeoog|Germany|Germany|53.742771|53.742771|7.498608|7.498608
LGP|LGP|RPLP|RPLP|Legazpi|Legazpi|Legazpi|Legazpi|Philippines|Philippines|13.157064|13.157064|123.746247|123.746247
LGQ|LGQ|SENL|SENL|Lago Agrio|Lago Agrio|Lago Agrio|Lago Agrio|Ecuador|Ecuador|0.092439|0.092439|-76.869314|-76.869314
LGR|LGR|SCHR|SCHR|Cochrane|Cochrane|Cochrane|Cochrane|Argentina|Argentina|-47.243847|-47.243847|-72.588417|-72.588417
LGS|LGS|SAMM|SAMM|Malargue|Malargue|Malargue|Malargue|Argentina|Argentina|-35.493597|-35.493597|-69.574267|-69.574267
LGT|LGT|SKGA|SKGA|Las Gaviotas|Las Gaviotas|Las Gaviotas|Las Gaviotas|Colombia|Colombia|4.550|4.550|-70.925|-70.925
