0|iata_code|1|icao_code|2|name_eng|3|city_eng|4|country_eng|5|latitude|6|longitude
KNL|KNL|||Kelanoa|Kelanoa|Kelanoa|Kelanoa|Papua New Guinea|Papua New Guinea|-6.000|-6.000|147.483|147.483
KNM|KNM|FZTK|FZTK|Kaniama|Kaniama|Kaniama|Kaniama|Democratic Republic Of Congo|Democratic Republic Of Congo|-7.583|-7.583|24.150|24.150
KNN|KNN|GUXD|GUXD|Kankan|Kankan|Kankan|Kankan|Guinea|Guinea|10.448333|10.448333|-9.227500|-9.227500
KNO|KNO|EBKW|EBKW|Knokke/Het Zoute|Knokke/Het Zoute|Knokke/Het Zoute|Knokke/Het Zoute|Belgium|Belgium|51.322222|51.322222|3.293056|3.293056
KNP|KNP|FNCP|FNCP|Capanda|Capanda|Capanda|Capanda|Angola|Angola|-9.770556|-9.770556|15.456389|15.456389
KNQ|KNQ|NWWD|NWWD|Kone|Kone|Kone|Kone|New Caledonia|New Caledonia|-21.053333|-21.053333|164.837778|164.837778
KNR|KNR|OIBJ|OIBJ|Jam|Jam|Kangan|Kangan|Iran|Iran|27.820547|27.820547|52.352175|52.352175
KNS|KNS|YKII|YKII|King Island|King Island|King Island, Tasmania|King Island, Tasmania|Australia|Australia|-39.877500|-39.877500|143.883333|143.883333
KNT|KNT|KTKX|KTKX|Municipal|Municipal|Kennett|Kennett|United States|United States|36.225862|36.225862|-90.036641|-90.036641
KNU|KNU|VIKA|VIKA|Kanpur|Kanpur|Kanpur|Kanpur|India|India|26.441444|26.441444|80.364864|80.364864
KNV|KNV|KSZL|KSZL|Knights Inlet|Knights Inlet|Knights Inlet|Knights Inlet|Canada|Canada|60.583333333333|60.583333333333|-64.583333333333|-64.583333333333
KNW|KNW|PANW|PANW|New Stuyahok|New Stuyahok|New Stuyahok|New Stuyahok|United States|United States|59.451538|59.451538|-157.373164|-157.373164
KNX|KNX|YPKU|YPKU|Kununurra|Kununurra|Kununurra|Kununurra|Australia|Australia|-15.778056|-15.778056|128.707500|128.707500
KNY|KNY|||Kinoosao|Kinoosao|Kinoosao|Kinoosao|Kenya|Kenya|-1.25|-1.25|36.7|36.7
KNZ|KNZ|GAKA|GAKA|Kenieba|Kenieba|Kenieba|Kenieba|Mali|Mali|12.838889|12.838889|-11.253056|-11.253056
KOA|KOA|PHKO|PHKO|Kona International Airport|Kona International Airport|Kona|Kona|United States|United States|19.738766|19.738766|-156.045631|-156.045631
KOB|KOB|FKKM|FKKM|Koutaba|Koutaba|Koutaba|Koutaba|Cameroon|Cameroon|5.636919|5.636919|10.750817|10.750817
KOC|KOC|NWWK|NWWK|Koumac|Koumac|Koumac|Koumac|New Caledonia|New Caledonia|-20.546389|-20.546389|164.255556|164.255556
KOD|KOD|||Kotabangun|Kotabangun|Kotabangun|Kotabangun|Indonesia|Indonesia|-0.267|-0.267|116.583|116.583
KOE|KOE|WATT|WATT|Eltari|Eltari|Kupang|Kupang|Indonesia|Indonesia|-10.171583|-10.171583|123.671136|123.671136
KOF|KOF|FAKP|FAKP|Komatipoort|Komatipoort|Komatipoort|Komatipoort|South Africa|South Africa|-25.440833|-25.440833|31.930278|31.930278
KOG|KOG|VLKG|VLKG|Khong|Khong|Khong|Khong|Laos|Laos|14.117|14.117|105.850|105.850
KOH|KOH|YKLA|YKLA|Koolatah|Koolatah|Koolatah|Koolatah|Australia|Australia|-15.919722|-15.919722|142.439167|142.439167
KOI|KOI|EGPA|EGPA|Orkney Island|Orkney Island|Orkney Island|Orkney Island|United Kingdom|United Kingdom|58.957778|58.957778|-2.905000|-2.905000
KOJ|KOJ|RJFK|RJFK|Kagoshima|Kagoshima|Kagoshima|Kagoshima|Japan|Japan|31.803397|31.803397|130.719407|130.719407
KOK|KOK|EFKK|EFKK|Kruunupyy|Kruunupyy|Kokkola/Pietarsaari|Kokkola/Pietarsaari|Finland|Finland|63.721172|63.721172|23.143131|23.143131
KOL|KOL|||Koumala|Koumala|Koumala|Koumala|Central African Republic|Central African Republic|8.500|8.500|21.250|21.250
KOM|KOM|||Komo-Manda|Komo-Manda|Komo-Manda|Komo-Manda|Papua New Guinea|Papua New Guinea|-6.067|-6.067|142.850|142.850
KON|KON|||Kontum|Kontum|Kontum|Kontum|Vietnam|Vietnam|14.350|14.350|108.017|108.017
KOO|KOO|FZRQ|FZRQ|Kongolo|Kongolo|Kongolo|Kongolo|Democratic Republic Of Congo|Democratic Republic Of Congo|-5.394444|-5.394444|26.990000|26.990000
KOP|KOP|VTUW|VTUW|Nakhon Phanom|Nakhon Phanom|Nakhon Phanom|Nakhon Phanom|Thailand|Thailand|17.383794|17.383794|104.643022|104.643022
KOQ|KOQ|VHHH|VHHH|Koethen|Koethen|Koethen|Koethen|Germany|Germany|51.75|51.75|11.966666666667|11.966666666667
KOR|KOR|||Kokoro|Kokoro|Kokoro|Kokoro|Papua New Guinea|Papua New Guinea|-7.833|-7.833|146.517|146.517
KOS|KOS|VDSV|VDSV|Sihanoukville|Sihanoukville|Sihanoukville|Sihanoukville|Cambodia|Cambodia|10.579686|10.579686|103.636828|103.636828
KOT|KOT|PFKO|PFKO|Kotlik|Kotlik|Kotlik|Kotlik|United States|United States|63.030583|63.030583|-163.532639|-163.532639
KOU|KOU|FOGK|FOGK|Koulamoutou|Koulamoutou|Koulamoutou|Koulamoutou|Gabon|Gabon|-1.184611|-1.184611|12.441253|12.441253
KOV|KOV|UACK|UACK|Kokshetau|Kokshetau|Kokshetau|Kokshetau|Kazakhstan|Kazakhstan|53.329117|53.329117|69.594628|69.594628
KOW|KOW|ZSGZ|ZSGZ|Ganzhou|Ganzhou|Ganzhou|Ganzhou|China|China|25.825833|25.825833|114.911944|114.911944
KOX|KOX|WABN|WABN|Kokonao|Kokonao|Kokonao|Kokonao|Indonesia|Indonesia|-4.717|-4.717|136.433|136.433
KOY|KOY|KKOY|KKOY|Olga Bay SPB|Olga Bay SPB|Olga Bay|Olga Bay|United States|United States|57.161452|57.161452|-154.229793|-154.229793
KOZ|KOZ|||Ouzinkie SPB|Ouzinkie SPB|Ouzinkie|Ouzinkie|United States|United States|57.922876|57.922876|-152.500511|-152.500511
KPA|KPA|||Kopiago|Kopiago|Kopiago|Kopiago|Papua New Guinea|Papua New Guinea|-5.383|-5.383|142.483|142.483
KPB|KPB|KKPB|KKPB|Point Baker SPB|Point Baker SPB|Point Baker|Point Baker|United States|United States|56.351860|56.351860|-133.622586|-133.622586
KPC|KPC|PAPC|PAPC|Port Clarence|Port Clarence|Port Clarence|Port Clarence|United States|United States|65.253456|65.253456|-166.857628|-166.857628
KPD|KPD|||King Of Prussia|King Of Prussia|King Of Prussia|King Of Prussia|United States|United States|40.089274|40.089274|-75.407966|-75.407966
KPE|KPE|||Yapsiei|Yapsiei|Yapsiei|Yapsiei|Papua New Guinea|Papua New Guinea|-4.633|-4.633|141.100|141.100
KPF|KPF|FACT|FACT|Kondubol|Kondubol|Kondubol|Kondubol|Papua New Guinea|Papua New Guinea|-10.2|-10.2|149.7|149.7
KPG|KPG|SYKP|SYKP|Kurupung|Kurupung|Kurupung|Kurupung|Guyana|Guyana|6.467|6.467|-59.167|-59.167
KPH|KPH|KKPH|KKPH|Pauloff Harbor SPB|Pauloff Harbor SPB|Pauloff Harbor|Pauloff Harbor|United States|United States|54.459120|54.459120|-162.693641|-162.693641
KPI|KPI|WBGP|WBGP|Kapit|Kapit|Kapit|Kapit|Malaysia|Malaysia|2.008333|2.008333|112.842778|112.842778
KPK|KPK|SLCO|SLCO|Parks SPB|Parks SPB|Parks|Parks|United States|United States|57.416666666667|57.416666666667|-155.9|-155.9
KPL|KPL|OAKB|OAKB|Kapal|Kapal|Kapal|Kapal|Papua New Guinea|Papua New Guinea|-8.6333333333333|-8.6333333333333|142.85|142.85
KPM|KPM|||Kompiam|Kompiam|Kompiam|Kompiam|Papua New Guinea|Papua New Guinea|-5.367|-5.367|143.917|143.917
KPN|KPN|PAKI|PAKI|Kipnuk SPB|Kipnuk SPB|Kipnuk|Kipnuk|United States|United States|59.932951|59.932951|-164.030513|-164.030513
KPO|KPO|RKTH|RKTH|Pohang|Pohang|Pohang|Pohang|Korea (South)|Korea (South)|35.987858|35.987858|129.420486|129.420486
KPP|KPP|YKPR|YKPR|Kalpowar|Kalpowar|Kalpowar|Kalpowar|Australia|Australia|-14.889444|-14.889444|144.219167|144.219167
KPR|KPR|KKPR|KKPR|Port Williams SPB|Port Williams SPB|Port Williams|Port Williams|United States|United States|58.490137|58.490137|-152.582165|-152.582165
KPS|KPS|YKMP|YKMP|Kempsey|Kempsey|Kempsey|Kempsey|Australia|Australia|-31.074444|-31.074444|152.769722|152.769722
KPT|KPT|KKPT|KKPT|Jackpot|Jackpot|Jackpot|Jackpot|United States|United States|41.976022|41.976022|-114.658091|-114.658091
KPV|KPV|PAPE|PAPE|Perryville SPB|Perryville SPB|Perryville|Perryville|United States|United States|55.906667|55.906667|-159.160833|-159.160833
KPY|KPY|KKPY|KKPY|Port Bailey SPB|Port Bailey SPB|Port Bailey|Port Bailey|United States|United States|57.930111|57.930111|-153.040559|-153.040559
KQA|KQA|KKQA|KKQA|Akutan|Akutan|Akutan|Akutan|United States|United States|54.133900|54.133900|-165.778383|-165.778383
KQB|KQB|||Koonibba|Koonibba|Koonibba|Koonibba|Australia|Australia|-31.903|-31.903|133.427|133.427
KQL|KQL|||Kol|Kol|Kol|Kol|Papua New Guinea|Papua New Guinea|-5.717|-5.717|144.833|144.833
KRA|KRA|YKER|YKER|Kerang|Kerang|Kerang|Kerang|Australia|Australia|-35.751389|-35.751389|143.939444|143.939444
KRB|KRB|YKMB|YKMB|Karumba|Karumba|Karumba|Karumba|Australia|Australia|-17.455830|-17.455830|140.830276|140.830276
KRC|KRC|WIPH|WIPH|Kerinci|Kerinci|Kerinci|Kerinci|Indonesia|Indonesia|-1.700|-1.700|101.267|101.267
KRD|KRD|||Kurundi|Kurundi|Kurundi|Kurundi|Australia|Australia|-20.500|-20.500|134.633|134.633
KRE|KRE|HBBO|HBBO|Kirundo|Kirundo|Kirundo|Kirundo|Burundi|Burundi|-2.544440|-2.544440|30.094166|30.094166
KRF|KRF|ESNK|ESNK|Kramfors|Kramfors|Kramfors|Kramfors|Sweden|Sweden|63.048597|63.048597|17.768856|17.768856
KRG|KRG|SYKS|SYKS|Karasabai|Karasabai|Karasabai|Karasabai|Guyana|Guyana|4.017|4.017|-59.517|-59.517
KRI|KRI|AYKK|AYKK|Kikori|Kikori|Kikori|Kikori|Papua New Guinea|Papua New Guinea|-7.424722|-7.424722|144.249722|144.249722
KRJ|KRJ|||Karawari|Karawari|Karawari|Karawari|Papua New Guinea|Papua New Guinea|-4.583|-4.583|143.517|143.517
KRK|KRK|EPKK|EPKK|J. Paul Ii Balice Intl|J. Paul Ii Balice Intl|Krakow|Krakow|Poland|Poland|50.077731|50.077731|19.784836|19.784836
KRL|KRL|ZWKL|ZWKL|Korla|Korla|Korla|Korla|China|China|41.697778|41.697778|86.128889|86.128889
KRM|KRM|SYKR|SYKR|Karanambo|Karanambo|Karanambo|Karanambo|Guyana|Guyana|3.751938|3.751938|-59.309723|-59.309723
KRN|KRN|ESNQ|ESNQ|Kiruna|Kiruna|Kiruna|Kiruna|Sweden|Sweden|67.821986|67.821986|20.336764|20.336764
KRO|KRO|USUU|USUU|Kurgan|Kurgan|Kurgan|Kurgan|Russian Federation|Russian Federation|55.475278|55.475278|65.415555|65.415555
KRP|KRP|EKKA|EKKA|Karup|Karup|Karup|Karup|Denmark|Denmark|56.297458|56.297458|9.124628|9.124628
KRQ|KRQ|UKCK|UKCK|Kramatorsk|Kramatorsk|Kramatorsk|Kramatorsk|Ukraine|Ukraine|48.705556|48.705556|37.628889|37.628889
KRR|KRR|URKK|URKK|Pashkovsky|Pashkovsky|Krasnodar|Krasnodar|Russian Federation|Russian Federation|45.034689|45.034689|39.170539|39.170539
KRS|KRS|ENCN|ENCN|Kjevik|Kjevik|Kristiansand|Kristiansand|Norway|Norway|58.204214|58.204214|8.085369|8.085369
KRT|KRT|HSSS|HSSS|Civil|Civil|Khartoum|Khartoum|Sudan|Sudan|15.589497|15.589497|32.553161|32.553161
KRU|KRU|||Kerau|Kerau|Kerau|Kerau|Papua New Guinea|Papua New Guinea|-8.267|-8.267|147.067|147.067
KRV|KRV|||Kerio Valley|Kerio Valley|Kerio Valley|Kerio Valley|Kenya|Kenya|2.983|2.983|36.117|36.117
KRW|KRW|UTAK|UTAK|Turkmanbashi|Turkmanbashi|Turkmenbashi|Turkmenbashi|Turkmenistan|Turkmenistan|40.063333|40.063333|53.007222|53.007222
KRX|KRX|||Kar Kar|Kar Kar|Kar Kar|Kar Kar|Papua New Guinea|Papua New Guinea|-4.556944|-4.556944|145.940278|145.940278
KRY|KRY|ZWKM|ZWKM|Karamay|Karamay|Karamay|Karamay|China|China|45.617|45.617|84.883|84.883
KRZ|KRZ|FZBT|FZBT|Kiri|Kiri|Kiri|Kiri|Democratic Republic Of Congo|Democratic Republic Of Congo|-1.435|-1.435|19.024|19.024
KSA|KSA|PTSA|PTSA|Kosrae|Kosrae|Kosrae|Kosrae|Federated States of Micronesia|Federated States of Micronesia|5.356975|5.356975|162.958386|162.958386
KSB|KSB|||Kasanombe|Kasanombe|Kasanombe|Kasanombe|Papua New Guinea|Papua New Guinea|-6.367|-6.367|146.983|146.983
KSC|KSC|LZKZ|LZKZ|Barca|Barca|Kosice|Kosice|Slovakia|Slovakia|48.663055|48.663055|21.241112|21.241112
KSD|KSD|ESOK|ESOK|Karlstad|Karlstad|Karlstad|Karlstad|Sweden|Sweden|59.444714|59.444714|13.337361|13.337361
KSE|KSE|HUKS|HUKS|Kasese|Kasese|Kasese|Kasese|Uganda|Uganda|0.183056|0.183056|30.101389|30.101389
KSF|KSF|EDVK|EDVK|Kassel-Calden|Kassel-Calden|Kassel|Kassel|Germany|Germany|51.408394|51.408394|9.377631|9.377631
KSG|KSG|||Kisengan|Kisengan|Kisengan|Kisengan|Papua New Guinea|Papua New Guinea|-6.350|-6.350|146.700|146.700
KSH|KSH|OICC|OICC|Kermanshah|Kermanshah|Kermanshah|Kermanshah|Iran|Iran|34.345853|34.345853|47.158128|47.158128
KSI|KSI|GUKU|GUKU|Kissidougou|Kissidougou|Kissidougou|Kissidougou|Guinea|Guinea|9.160556|9.160556|-10.124444|-10.124444
KSJ|KSJ|LGKS|LGKS|Kasos Island|Kasos Island|Kasos Island|Kasos Island|Greece|Greece|35.421358|35.421358|26.910047|26.910047
KSK|KSK|ESKK|ESKK|Karlskoga|Karlskoga|Karlskoga|Karlskoga|Sweden|Sweden|59.345867|59.345867|14.495922|14.495922
KSL|KSL|HSKA|HSKA|Kassala|Kassala|Kassala|Kassala|Sudan|Sudan|15.387494|15.387494|36.328842|36.328842
KSM|KSM|PASM|PASM|Saint Marys|Saint Marys|Saint Marys|Saint Marys|United States|United States|62.060833|62.060833|-163.301833|-163.301833
KSN|KSN|UAUU|UAUU|Kostanay|Kostanay|Kostanay|Kostanay|Kazakhstan|Kazakhstan|53.206944|53.206944|63.550278|63.550278
KSO|KSO|LGKA|LGKA|Aristoteles Airport|Aristoteles Airport|Kastoria|Kastoria|Greece|Greece|40.446294|40.446294|21.282186|21.282186
KSP|KSP|||Kosipe|Kosipe|Kosipe|Kosipe|Papua New Guinea|Papua New Guinea|-8.450|-8.450|147.200|147.200
KSQ|KSQ|UTSL|UTSL|Karshi|Karshi|Karshi|Karshi|Uzbekistan|Uzbekistan|38.833636|38.833636|65.921464|65.921464
KSR|KSR|KKSR|KKSR|Federal No 1|Federal No 1|Sandy River|Sandy River|United States|United States|56.24444444|56.24444444|-160.38638888|-160.38638888
KSS|KSS|GASK|GASK|Sikasso|Sikasso|Sikasso|Sikasso|Mali|Mali|11.333|11.333|-5.700|-5.700
KST|KST|HSKI|HSKI|Kosti|Kosti|Kosti|Kosti|Sudan|Sudan|13.183|13.183|32.733|32.733
KSU|KSU|ENKB|ENKB|Kvernberget|Kvernberget|Kristiansund|Kristiansund|Norway|Norway|63.111781|63.111781|7.824522|7.824522
KSV|KSV|YSPV|YSPV|Springvale|Springvale|Springvale|Springvale|Australia|Australia|-23.542500|-23.542500|140.704444|140.704444
KSW|KSW|LLKS|LLKS|Kiryat Shmona|Kiryat Shmona|Kiryat Shmona|Kiryat Shmona|Israel|Israel|33.217|33.217|35.600|35.600
KSX|KSX|||Yasuru|Yasuru|Yasuru|Yasuru|Papua New Guinea|Papua New Guinea|-6.600|-6.600|146.167|146.167
KSY|KSY|LTCF|LTCF|Kars|Kars|Kars|Kars|Turkey|Turkey|40.562222|40.562222|43.115002|43.115002
KSZ|KSZ|ULKK|ULKK|Kotlas|Kotlas|Kotlas|Kotlas|Russian Federation|Russian Federation|61.235833|61.235833|46.697500|46.697500
KTA|KTA|YPKA|YPKA|Karratha|Karratha|Karratha|Karratha|Australia|Australia|-20.712222|-20.712222|116.773333|116.773333
KTB|KTB|KKTB|KKTB|Thorne Bay|Thorne Bay|Thorne Bay|Thorne Bay|United States|United States|55.687962|55.687962|-132.536676|-132.536676
KTC|KTC|||Katiola|Katiola|Katiola|Katiola|Cote D&#039;Ivoire|Cote D&#039;Ivoire|8.133|8.133|-5.067|-5.067
KTD|KTD|RORK|RORK|Kitadaito|Kitadaito|Kitadaito|Kitadaito|Japan|Japan|25.944722|25.944722|131.326944|131.326944
KTE|KTE|WMKE|WMKE|Kerteh|Kerteh|Kerteh|Kerteh|Malaysia|Malaysia|4.537222|4.537222|103.426756|103.426756
KTF|KTF|NZTK|NZTK|Takaka|Takaka|Takaka|Takaka|New Zealand|New Zealand|-40.813333|-40.813333|172.775278|172.775278
KTG|KTG|WIOK|WIOK|Ketapang|Ketapang|Ketapang|Ketapang|Indonesia|Indonesia|-1.816639|-1.816639|109.963483|109.963483
KTH|KTH|||SPB|SPB|Tikchik|Tikchik|India|India|59.963160|59.963160|-158.477235|-158.477235
KTI|KTI|VDKT|VDKT|Kratie|Kratie|Kratie|Kratie|Cambodia|Cambodia|12.488|12.488|106.055|106.055
KTK|KTK|||Kanua|Kanua|Kanua|Kanua|Papua New Guinea|Papua New Guinea|-5.783|-5.783|154.733|154.733
KTL|KTL|HKKT|HKKT|Kitale|Kitale|Kitale|Kitale|Kenya|Kenya|0.971989|0.971989|34.958556|34.958556
KTM|KTM|VNKT|VNKT|Tribhuvan|Tribhuvan|Kathmandu|Kathmandu|Nepal|Nepal|27.696583|27.696583|85.359100|85.359100
KTN|KTN|PAKT|PAKT|International|International|Ketchikan|Ketchikan|United States|United States|55.354075|55.354075|-131.711219|-131.711219
KTO|KTO|SYKT|SYKT|Kato|Kato|Kato|Kato|Guyana|Guyana|4.649162|4.649162|-59.832222|-59.832222
KTP|KTP|MKTP|MKTP|Tinson|Tinson|Kingston|Kingston|Jamaica|Jamaica|17.988558|17.988558|-76.823761|-76.823761
KTQ|KTQ|EFIT|EFIT|Kitee|Kitee|Kitee|Kitee|Finland|Finland|62.166111|62.166111|30.073611|30.073611
KTR|KTR|YPTN|YPTN|Tindal|Tindal|Katherine|Katherine|Australia|Australia|-14.521111|-14.521111|132.377778|132.377778
KTS|KTS|PFKT|PFKT|Brevig Mission|Brevig Mission|Teller Mission|Teller Mission|United States|United States|65.331333|65.331333|-166.465722|-166.465722
KTT|KTT|EFKT|EFKT|Kittila|Kittila|Kittila|Kittila|Finland|Finland|67.701022|67.701022|24.846850|24.846850
KTU|KTU|VIKO|VIKO|Kota|Kota|Kota|Kota|India|India|25.160219|25.160219|75.845631|75.845631
KTV|KTV|SVKM|SVKM|Kamarata|Kamarata|Kamarata|Kamarata|Venezuela|Venezuela|5.700|5.700|-62.317|-62.317
KTW|KTW|EPKT|EPKT|Pyrzowice|Pyrzowice|Katowice|Katowice|Poland|Poland|50.474253|50.474253|19.080019|19.080019
KTX|KTX|GAKO|GAKO|Koutiala|Koutiala|Koutiala|Koutiala|Mali|Mali|12.350|12.350|-5.433|-5.433
KTY|KTY|EPGI|EPGI|Katukurunda Slaf Base|Katukurunda Slaf Base|Katukurunda|Katukurunda|Sri Lanka|Sri Lanka|6|6|80.3|80.3
KTZ|KTZ|TKPK|TKPK|Kwun Tong|Kwun Tong|Kwun Tong|Kwun Tong|Hong Kong|Hong Kong|22.322777777778|22.322777777778|114.21666666667|114.21666666667
KUA|KUA|WMKD|WMKD|Kuantan|Kuantan|Kuantan|Kuantan|Malaysia|Malaysia|3.775389|3.775389|103.209056|103.209056
KUC|KUC|NGKT|NGKT|Kuria|Kuria|Kuria|Kuria|Kiribati|Kiribati|0.218611|0.218611|173.442222|173.442222
KUD|KUD|WBKT|WBKT|Kudat|Kudat|Kudat|Kudat|Malaysia|Malaysia|6.924167|6.924167|116.830833|116.830833
KUE|KUE|AGKU|AGKU|Kukundu|Kukundu|Kukundu|Kukundu|Solomon Islands|Solomon Islands|-8.017|-8.017|156.950|156.950
KUF|KUF|UWWW|UWWW|Kurumoch|Kurumoch|Samara|Samara|Russian Federation|Russian Federation|53.504858|53.504858|50.164336|50.164336
KUG|KUG|YKUB|YKUB|Kubin Island|Kubin Island|Kubin Island|Kubin Island|Australia|Australia|-10.225000|-10.225000|142.218333|142.218333
KUH|KUH|RJCK|RJCK|Kushiro|Kushiro|Kushiro|Kushiro|Japan|Japan|43.040967|43.040967|144.192986|144.192986
KUI|KUI|||Kawau Island|Kawau Island|Kawau Island|Kawau Island|New Zealand|New Zealand|-36.428|-36.428|174.849|174.849
KUJ|KUJ|||Kushimoto|Kushimoto|Kushimoto|Kushimoto|Japan|Japan|33.450|33.450|135.800|135.800
KUK|KUK|PFKA|PFKA|Kasigluk|Kasigluk|Kasigluk|Kasigluk|United States|United States|60.873333|60.873333|-162.524306|-162.524306
KUL|KUL|WMKK|WMKK|Kuala Lumpur International Airport (klia)|Kuala Lumpur International Airport (klia)|Kuala Lumpur|Kuala Lumpur|Malaysia|Malaysia|2.745578|2.745578|101.709917|101.709917
KUM|KUM|RJFC|RJFC|Yakushima|Yakushima|Yakushima|Yakushima|Japan|Japan|30.385569|30.385569|130.659017|130.659017
KUN|KUN|EYKA|EYKA|Kaunas|Kaunas|Kaunas|Kaunas|Lithuania|Lithuania|54.963919|54.963919|24.084778|24.084778
KUO|KUO|EFKU|EFKU|Kuopio|Kuopio|Kuopio|Kuopio|Finland|Finland|63.007150|63.007150|27.797756|27.797756
KUP|KUP|||Kupiano|Kupiano|Kupiano|Kupiano|Papua New Guinea|Papua New Guinea|-10.067|-10.067|148.217|148.217
KUQ|KUQ|||Kuri|Kuri|Kuri|Kuri|Papua New Guinea|Papua New Guinea|-7.133|-7.133|143.267|143.267
KUR|KUR|OARZ|OARZ|Kuran-O-Munjan|Kuran-O-Munjan|Kuran-O-Munjan|Kuran-O-Munjan|Tajikistan|Tajikistan|36.022642|36.022642|70.769733|70.769733
KUS|KUS|BGKK|BGKK|Kulusuk|Kulusuk|Kulusuk|Kulusuk|Greenland|Greenland|65.573611|65.573611|-37.123611|-37.123611
KUT|KUT|UGKO|UGKO|Kopitnari|Kopitnari|Kutaisi|Kutaisi|Georgia|Georgia|42.176653|42.176653|42.482583|42.482583
KUU|KUU|VIBR|VIBR|Kullu Manali|Kullu Manali|Bhuntar Kullu.|Bhuntar Kullu.|India|India|31.876706|31.876706|77.154367|77.154367
KUV|KUV|RKJK|RKJK|Gunsan|Gunsan|Gunsan|Gunsan|Korea (South)|Korea (South)|35.903756|35.903756|126.615906|126.615906
KUW|KUW|RCTP|RCTP|Kugururok River|Kugururok River|Kugururok River|Kugururok River|Papua New Guinea|Papua New Guinea|-7.4333333333333|-7.4333333333333|143.1|143.1
KUX|KUX|RKPC|RKPC|Kuyol|Kuyol|Kuyol|Kuyol|Korea (North)|Korea (North)|38.471666666667|38.471666666667|126.0375|126.0375
KUY|KUY|RPLO|RPLO|Kamusi Airport|Kamusi Airport|Kamusi|Kamusi|United States|United States|57.634444444444|57.634444444444|-153.99833333333|-153.99833333333
KUZ|KUZ|||Gunsan Airbase|Gunsan Airbase|Gunsan AB|Gunsan AB|Korea (South)|Korea (South)|0|0|0|0
KVA|KVA|LGKV|LGKV|Megas Alexandros International|Megas Alexandros International|Kavala|Kavala|Greece|Greece|40.913306|40.913306|24.619223|24.619223
KVB|KVB|ESGR|ESGR|Skovde|Skovde|Skovde|Skovde|Sweden|Sweden|58.456400|58.456400|13.972672|13.972672
KVC|KVC|PAVC|PAVC|King Cove|King Cove|King Cove|King Cove|United States|United States|55.116347|55.116347|-162.266227|-162.266227
KVD|KVD|UBBG|UBBG|Gyandzha|Gyandzha|Gyandzha|Gyandzha|Azerbaijan|Azerbaijan|40.737678|40.737678|46.317581|46.317581
KVE|KVE|||Kitava|Kitava|Kitava|Kitava|Norway|Norway|-8.667|-8.667|151.333|151.333
KVG|KVG|AYKV|AYKV|Kavieng|Kavieng|Kavieng|Kavieng|Papua New Guinea|Papua New Guinea|-2.579397|-2.579397|150.807978|150.807978
KVK|KVK|ULMK|ULMK|Kirovsk|Kirovsk|Kirovsk|Kirovsk|Russian Federation|Russian Federation|67.575556|67.575556|33.582778|33.582778
KVL|KVL|PAVL|PAVL|Kivalina|Kivalina|Kivalina|Kivalina|United States|United States|67.736151|67.736151|-164.563496|-164.563496
KVU|KVU|||Korolevu|Korolevu|Korolevu|Korolevu|Fiji|Fiji|-18.215|-18.215|177.730|177.730
KVX|KVX|USKK|USKK|Kirov|Kirov|Kirov|Kirov|Russian Federation|Russian Federation|58.503056|58.503056|49.347222|49.347222
KWA|KWA|PKWA|PKWA|Kwajalein|Kwajalein|Kwajalein|Kwajalein|Marshall Islands|Marshall Islands|8.720122|8.720122|167.731661|167.731661
KWB|KWB|||Karimunjawa|Karimunjawa|Karimunjawa|Karimunjawa|Indonesia|Indonesia|-5.850|-5.850|110.467|110.467
KWD|KWD|||Kawadjia|Kawadjia|Kawadjia|Kawadjia|Central African Republic|Central African Republic|-1.95|-1.95|124.96666666667|124.96666666667
KWE|KWE|ZUGY|ZUGY|Guiyang|Guiyang|Guiyang|Guiyang|China|China|26.538522|26.538522|106.800703|106.800703
KWF|KWF|KKWF|KKWF|Waterfall SPB|Waterfall SPB|Waterfall|Waterfall|United States|United States|55.296323|55.296323|-133.243336|-133.243336
KWG|KWG|UKDR|UKDR|Krivoy Rog|Krivoy Rog|Krivoy Rog|Krivoy Rog|Ukraine|Ukraine|48.043333|48.043333|33.210000|33.210000
KWH|KWH|OAHN|OAHN|Khwahan|Khwahan|Khwahan|Khwahan|Afghanistan|Afghanistan|37.883|37.883|70.203|70.203
KWI|KWI|OKBK|OKBK|Kuwait International|Kuwait International|Kuwait City|Kuwait City|Kuwait|Kuwait|29.226567|29.226567|47.968928|47.968928
KWJ|KWJ|RKJJ|RKJJ|Gwangju|Gwangju|Gwangju|Gwangju|Korea (South)|Korea (South)|35.126389|35.126389|126.808889|126.808889
KWK|KWK|KKWK|KKWK|Kwigillingok|Kwigillingok|Kwigillingok|Kwigillingok|United States|United States|59.836725|59.836725|-163.140335|-163.140335
KWL|KWL|ZGKL|ZGKL|Guilin|Guilin|Guilin|Guilin|China|China|25.218106|25.218106|110.039197|110.039197
KWM|KWM|YKOW|YKOW|Kowanyama|Kowanyama|Kowanyama|Kowanyama|Australia|Australia|-15.485556|-15.485556|141.751389|141.751389
KWN|KWN|PAQH|PAQH|Kwinhagak|Kwinhagak|Quinhagak|Quinhagak|United States|United States|59.755094|59.755094|-161.845367|-161.845367
KWO|KWO|||Kawito|Kawito|Kawito|Kawito|Papua New Guinea|Papua New Guinea|-7.967|-7.967|142.800|142.800
KWP|KWP|KKWP|KKWP|Village SPB|Village SPB|West Point|West Point|United States|United States|57.770109|57.770109|-153.548948|-153.548948
